country_name,indicator_code,country_code,educational_index_id,country_id
Austria,BAR.PRM.ICMP.2024.FE.ZS,AUT,0c02fa63-a689-434f-bd87-1d332e407a12,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.CMPT.2024.FE.ZS,AUT,3e85ab1b-9c2c-4295-bc6b-649f5d7baebe,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.ICMP.2024.FE.ZS,AUT,64df2972-24a4-4a5e-afec-321c577eb438,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.CMPT.2024.FE.ZS,AUT,c884609f-a24c-4b6c-a6a8-1d50febf6f06,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.ICMP.2024.FE.ZS,AUT,a396f354-0a86-4760-9adb-b0cf2697b88c,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.NOED.25UP.FE.ZS,AUT,0314dcfe-b35f-4523-997e-331c220a2e49,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.PRM.CMPT.25UP.FE.ZS,AUT,a8e39f54-bde1-4709-883f-ca4180541a8e,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.PRM.ICMP.25UP.FE.ZS,AUT,21985160-be4e-4ff4-9675-ffe9771a0670,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.CMPT.25UP.FE.ZS,AUT,cf1bf8da-e9a1-4a17-b543-d3e606fc49fd,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.ICMP.25UP.FE.ZS,AUT,917cecb7-5606-41f4-9e3f-e86f009b4aaf,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.CMPT.25UP.FE.ZS,AUT,2def9857-1f18-4c19-902c-010d341b9abf,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.ICMP.25UP.FE.ZS,AUT,6d2dd238-1ae2-47a5-bcc3-edb53fd36833,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.NOED.2529.FE.ZS,AUT,533f0575-9c4d-478d-9f8f-fb3ca8b4c907,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.PRM.CMPT.2529.FE.ZS,AUT,cd188a4d-86bc-46c3-bba1-acfef788ba32,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.PRM.ICMP.2529.FE.ZS,AUT,24525a45-cf23-4e00-87a6-bd000e5087f8,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.CMPT.2529.FE.ZS,AUT,4fe49752-6fc6-4c00-9ff1-19ab2646ec17,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.ICMP.2529.FE.ZS,AUT,680057d0-99a0-4851-8211-7802234ecffd,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.CMPT.2529.FE.ZS,AUT,e3b77f30-524f-43dc-bd7b-3181ca865938,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.ICMP.2529.FE.ZS,AUT,f5df3e64-a59e-4114-a717-dca53cf29224,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.NOED.3034.FE.ZS,AUT,e9653316-efc0-420f-992d-ca6fe0209fc2,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.PRM.CMPT.3034.FE.ZS,AUT,2fe4f271-5a3e-4fbb-88c6-73de08f8508d,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.PRM.ICMP.3034.FE.ZS,AUT,6a225b87-8b01-472f-8d78-d6139e6e5779,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.CMPT.3034.FE.ZS,AUT,56de3995-5eb0-432d-ac33-3ce497989bc3,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.ICMP.3034.FE.ZS,AUT,8029a572-3fb3-4f63-b7bd-0c9942afc480,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.CMPT.3034.FE.ZS,AUT,5c2255c1-31fa-43a6-a8a6-fcf6ecf32ceb,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
